City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
149,Mandal,IN,25.45,74.5667,77.52,18,44,4.21,scattered clouds,2022-02-26 05:25:58
150,Yellowknife,CA,62.456,-114.3525,-8.88,77,0,8.05,clear sky,2022-02-26 05:18:29
151,Haines Junction,CA,60.7522,-137.5108,33.75,64,100,8.05,overcast clouds,2022-02-26 05:20:02
152,Broome,US,42.2506,-75.833,18.37,79,100,8.05,overcast clouds,2022-02-26 05:19:38
153,Yevlax,AZ,40.6089,47.1492,44.82,93,100,3.44,mist,2022-02-26 05:25:59
154,Ingham,US,42.6,-84.3833,21.99,78,0,0.0,clear sky,2022-02-26 05:26:00
155,Constitucion,CL,-35.3333,-72.4167,57.25,84,0,3.98,clear sky,2022-02-26 05:20:21
156,Karoi,ZW,-16.8099,29.6925,63.79,91,66,2.77,broken clouds,2022-02-26 05:26:00
157,Nikolskoye,RU,59.7035,30.7861,33.69,91,95,9.8,overcast clouds,2022-02-26 05:20:25
158,Alice Springs,AU,-23.7,133.8833,96.22,43,40,12.66,scattered clouds,2022-02-26 05:21:50
159,Samana,DO,19.2056,-69.3369,72.25,83,6,6.46,clear sky,2022-02-26 05:26:01
160,Miandrivazo,MG,-19.5167,45.4667,78.93,83,99,2.39,overcast clouds,2022-02-26 05:26:01
161,Carnarvon,AU,-24.8667,113.6333,86.07,62,26,19.57,scattered clouds,2022-02-26 05:20:28
162,Akyab,MM,20.15,92.9,83.05,40,0,8.08,clear sky,2022-02-26 05:26:01
163,La Ronge,CA,55.1001,-105.2842,25.05,63,75,13.8,broken clouds,2022-02-26 05:26:02
164,Dunedin,NZ,-45.8742,170.5036,53.8,59,46,15.01,scattered clouds,2022-02-26 05:26:02
165,Ixtapa,MX,20.7,-105.2,70.23,90,3,2.44,clear sky,2022-02-26 05:26:02
166,Clyde River,CA,70.4692,-68.5914,-1.97,78,100,29.93,snow,2022-02-26 05:20:13
167,Guerrero Negro,MX,27.9769,-114.0611,58.64,55,68,12.39,broken clouds,2022-02-26 05:19:30
168,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,72.37,100,99,1.59,light rain,2022-02-26 05:26:03
169,Lagoa,PT,39.05,-27.9833,59.77,90,91,24.38,overcast clouds,2022-02-26 05:19:42
170,Port Saint Lucie,US,27.2939,-80.3503,74.98,74,0,5.75,clear sky,2022-02-26 05:23:31
171,Westonaria,ZA,-26.3191,27.6486,61.09,64,94,5.19,overcast clouds,2022-02-26 05:26:03
